barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-09-0364-01A-02D-0508-04	2	32026843	34542224	1145	0.6059
TCGA-09-0364-01A-02D-0508-04	2	34543992	34582272	17	0.2777
TCGA-09-0364-01A-02D-0508-04	2	34583814	35821494	486	0.5919
TCGA-09-0364-01A-02D-0508-04	2	35841255	35844884	2	-0.7347
TCGA-09-0364-01A-02D-0508-04	2	35851593	35851593	1	NA
TCGA-09-0364-01A-02D-0508-04	2	35853977	37775420	870	0.6183
TCGA-09-0364-01A-02D-0508-04	2	37776576	37858379	35	0.3044
TCGA-09-0364-01A-02D-0508-04	2	37859985	67235410	10577	0.6086
TCGA-09-0364-01A-02D-0508-04	2	67241932	67332747	29	0.4031
TCGA-09-0364-01A-02D-0508-04	2	67335668	67445316	20	0.6441
TCGA-09-0364-01A-02D-0508-04	2	67453903	89877995	6794	0.3274
TCGA-09-0364-01A-02D-0508-04	2	89879264	94892766	21	0.0017
TCGA-09-0364-01A-02D-0508-04	2	94920265	95722700	221	0.3139
TCGA-09-0364-01A-02D-0508-04	2	95796016	95974614	3	-0.5513
TCGA-09-0364-01A-02D-0508-04	2	96103035	97128607	391	0.3094
TCGA-09-0364-01A-02D-0508-04	2	97152330	97241094	8	-0.1256
TCGA-09-0364-01A-02D-0508-04	2	97379946	100383897	1132	0.3059
TCGA-09-0364-01A-02D-0508-04	2	100386277	102391250	825	-0.0237
TCGA-09-0364-01A-02D-0508-04	2	102394868	102427923	17	-0.4162
TCGA-09-0364-01A-02D-0508-04	2	102430389	106244482	940	-0.0439
TCGA-09-0364-01A-02D-0508-04	2	106247167	106250718	2	-1.6346
TCGA-09-0364-01A-02D-0508-04	2	106253229	114040902	1830	-0.0055
TCGA-09-0364-01A-02D-0508-04	2	114099124	114104351	2	-0.8878
TCGA-09-0364-01A-02D-0508-04	2	114138923	119469087	1387	-0.0397
TCGA-09-0364-01A-02D-0508-04	2	119479724	119538474	10	-0.443
TCGA-09-0364-01A-02D-0508-04	2	119549497	132405798	3211	-0.0448
TCGA-09-0364-01A-02D-0508-04	2	132724793	132750789	8	-0.5215
TCGA-09-0364-01A-02D-0508-04	2	132753228	139495329	2404	-0.0104
TCGA-09-0364-01A-02D-0508-04	2	139507669	141685845	667	0.2953
TCGA-09-0364-01A-02D-0508-04	2	141688878	154601442	3850	-0.0159
TCGA-09-0364-01A-02D-0508-04	2	154605621	154606943	2	0.9899
TCGA-09-0364-01A-02D-0508-04	2	154608095	166940092	4147	0.0087
TCGA-09-0364-01A-02D-0508-04	2	166941920	166986470	21	-0.4524
TCGA-09-0364-01A-02D-0508-04	2	166987936	194963485	9122	0.0083
TCGA-09-0364-01A-02D-0508-04	2	194968936	195017484	10	-0.5667
TCGA-09-0364-01A-02D-0508-04	2	195024793	196200118	191	-0.0431
TCGA-09-0364-01A-02D-0508-04	2	196202634	196327318	54	-0.4226
TCGA-09-0364-01A-02D-0508-04	2	196329047	206898323	4120	0.0137
TCGA-09-0364-01A-02D-0508-04	2	206899370	206910570	5	0.4705
TCGA-09-0364-01A-02D-0508-04	2	206914529	208057199	439	-0.0043
TCGA-09-0364-01A-02D-0508-04	2	208061390	208066245	2	-4.4239
TCGA-09-0364-01A-02D-0508-04	2	208071101	212890878	1741	0.0086
TCGA-09-0364-01A-02D-0508-04	2	212892884	212898875	4	-1.4214
TCGA-09-0364-01A-02D-0508-04	2	212900857	220931555	3063	-0.0173
TCGA-09-0364-01A-02D-0508-04	2	220934705	221358072	102	-0.4949
TCGA-09-0364-01A-02D-0508-04	2	221363605	242689978	7523	-0.0105
TCGA-09-0364-01A-02D-0508-04	20	12719	1506379	586	-0.4877
TCGA-09-0364-01A-02D-0508-04	20	1511632	1516966	3	-1.5387
TCGA-09-0364-01A-02D-0508-04	20	1518825	1531162	6	-3.2711
TCGA-09-0364-01A-02D-0508-04	20	1532433	3801300	946	-0.4605
TCGA-09-0364-01A-02D-0508-04	20	3803607	4960083	480	-0.1025
TCGA-09-0364-01A-02D-0508-04	20	4962570	4964979	2	-1.1486
TCGA-09-0364-01A-02D-0508-04	20	4968420	17416849	4255	-0.1178
TCGA-09-0364-01A-02D-0508-04	20	17419034	17473491	30	0.1518
TCGA-09-0364-01A-02D-0508-04	20	17477816	29496085	2820	-0.1366
TCGA-09-0364-01A-02D-0508-04	20	29501315	29518550	10	-0.5085
TCGA-09-0364-01A-02D-0508-04	20	29520427	39447606	3840	-0.0942
TCGA-09-0364-01A-02D-0508-04	20	39449926	48348043	3530	0.2786
TCGA-09-0364-01A-02D-0508-04	20	48349842	55907126	2370	0.5234
TCGA-09-0364-01A-02D-0508-04	20	55910323	56896329	438	0.2497
TCGA-09-0364-01A-02D-0508-04	20	56898026	56899350	2	-0.7262
TCGA-09-0364-01A-02D-0508-04	20	56901438	62419534	2261	0.2774
TCGA-09-0364-01A-02D-0508-04	21	9882922	9882922	1	NA
TCGA-09-0364-01A-02D-0508-04	21	9886732	10167413	21	-0.551
TCGA-09-0364-01A-02D-0508-04	21	13342486	13435755	2	0.8164
TCGA-09-0364-01A-02D-0508-04	21	13562263	33604797	6892	-0.0468
TCGA-09-0364-01A-02D-0508-04	21	33605809	33618358	6	0.3986
TCGA-09-0364-01A-02D-0508-04	21	33620197	36789648	1623	-0.0482
TCGA-09-0364-01A-02D-0508-04	21	36790648	36791668	2	1.148
TCGA-09-0364-01A-02D-0508-04	21	36792708	36792708	1	NA
TCGA-09-0364-01A-02D-0508-04	21	36793649	37276671	238	-0.0622
TCGA-09-0364-01A-02D-0508-04	21	37283803	37296099	6	-0.6136
TCGA-09-0364-01A-02D-0508-04	21	37298237	38912383	845	-0.0744
TCGA-09-0364-01A-02D-0508-04	21	38914357	38992188	40	-0.5826
TCGA-09-0364-01A-02D-0508-04	21	39001027	46922972	3764	-0.0729
TCGA-09-0364-01A-02D-0508-04	22	14513474	14513474	1	NA
TCGA-09-0364-01A-02D-0508-04	22	14866086	22157553	2774	-0.4494
TCGA-09-0364-01A-02D-0508-04	22	22158520	22179341	12	-0.9698
TCGA-09-0364-01A-02D-0508-04	22	22183815	22667608	196	-0.4521
TCGA-09-0364-01A-02D-0508-04	22	22677959	22725305	22	0.037
TCGA-09-0364-01A-02D-0508-04	22	22735036	35472378	6547	-0.4707
TCGA-09-0364-01A-02D-0508-04	22	35474894	35476942	2	1.3184
TCGA-09-0364-01A-02D-0508-04	22	35478503	37621766	1188	-0.429
TCGA-09-0364-01A-02D-0508-04	22	37624278	37626069	2	-3.2689
TCGA-09-0364-01A-02D-0508-04	22	37633961	48366134	5263	-0.4663
TCGA-09-0364-01A-02D-0508-04	22	48368166	49567768	549	-1.0799
TCGA-09-0364-01A-02D-0508-04	22	49571068	49571068	1	NA
TCGA-09-0364-01A-02D-0508-04	23	1091	94062	6	-0.7361
TCGA-09-0364-01A-02D-0508-04	23	95819	109064	10	-2.207
TCGA-09-0364-01A-02D-0508-04	23	110101	158967	36	-0.7425
TCGA-09-0364-01A-02D-0508-04	23	159609	165816	8	-1.49
TCGA-09-0364-01A-02D-0508-04	23	170802	323296	111	-0.7985
TCGA-09-0364-01A-02D-0508-04	23	323328	1391526	584	-1.0089
TCGA-09-0364-01A-02D-0508-04	23	1393914	1502324	82	-0.7832
TCGA-09-0364-01A-02D-0508-04	23	1504676	2301365	562	-1.0421
TCGA-09-0364-01A-02D-0508-04	23	2302065	2304398	5	-0.0207
TCGA-09-0364-01A-02D-0508-04	23	2306110	2426938	136	-1.1075
TCGA-09-0364-01A-02D-0508-04	23	2428167	2428307	2	0.322
TCGA-09-0364-01A-02D-0508-04	23	2430156	2672401	224	-1.0164
TCGA-09-0364-01A-02D-0508-04	23	2672477	2708291	27	-1.4011
TCGA-09-0364-01A-02D-0508-04	23	2711273	34059014	12012	-0.1994
TCGA-09-0364-01A-02D-0508-04	23	34063487	34065015	2	-1.5659
TCGA-09-0364-01A-02D-0508-04	23	34067328	62153985	7213	-0.1874
TCGA-09-0364-01A-02D-0508-04	23	62159535	62176464	3	-1.8679
TCGA-09-0364-01A-02D-0508-04	23	62181725	95759339	6905	-0.2048
TCGA-09-0364-01A-02D-0508-04	23	95760970	95762974	2	0.7397
TCGA-09-0364-01A-02D-0508-04	23	95765379	103109696	2306	-0.2074
TCGA-09-0364-01A-02D-0508-04	23	103110259	103189107	21	-0.5219
TCGA-09-0364-01A-02D-0508-04	23	103189987	154582414	16670	-0.1957
TCGA-09-0364-01A-02D-0508-04	23	154586690	154837684	168	-1.0697
TCGA-09-0364-01A-02D-0508-04	23	154838626	154888224	33	-0.7672
TCGA-09-0364-01A-02D-0508-04	24	2710450	4174561	129	-3.7003
TCGA-09-0364-01A-02D-0508-04	24	4272867	5593746	11	-1.8079
TCGA-09-0364-01A-02D-0508-04	24	5672441	6720552	8	-4.2771
TCGA-09-0364-01A-02D-0508-04	24	6728131	6749115	8	-5.1224
TCGA-09-0364-01A-02D-0508-04	24	6756250	6775458	9	-2.6466
TCGA-09-0364-01A-02D-0508-04	24	6776801	6792922	5	-5.3891
TCGA-09-0364-01A-02D-0508-04	24	6794058	6804170	9	-3.7512
TCGA-09-0364-01A-02D-0508-04	24	6806469	6818348	5	-1.386
TCGA-09-0364-01A-02D-0508-04	24	6818753	6953343	74	-3.8258
TCGA-09-0364-01A-02D-0508-04	24	6954864	7653082	216	-2.9911
TCGA-09-0364-01A-02D-0508-04	24	7655293	7709619	35	-4.3108
TCGA-09-0364-01A-02D-0508-04	24	7711759	7782532	27	-2.581
TCGA-09-0364-01A-02D-0508-04	24	7784314	8010446	62	-3.1914
TCGA-09-0364-01A-02D-0508-04	24	8016395	8149413	28	-4.3631
TCGA-09-0364-01A-02D-0508-04	24	8155089	8949553	225	-3.4832
TCGA-09-0364-01A-02D-0508-04	24	8953090	8956787	3	-1.5166
TCGA-09-0364-01A-02D-0508-04	24	8958121	10513747	111	-3.9951
TCGA-09-0364-01A-02D-0508-04	24	10515697	11698871	19	-1.0734
TCGA-09-0364-01A-02D-0508-04	24	12452734	12541506	12	-4.0095
TCGA-09-0364-01A-02D-0508-04	24	12542979	12682301	54	-2.1984
TCGA-09-0364-01A-02D-0508-04	24	12687167	12776542	15	-4.0546
TCGA-09-0364-01A-02D-0508-04	24	12786515	12905395	33	-2.8995
TCGA-09-0364-01A-02D-0508-04	24	12909643	12924438	6	-4.4058
TCGA-09-0364-01A-02D-0508-04	24	12925401	13128515	81	-2.3403
TCGA-09-0364-01A-02D-0508-04	24	13129843	13254711	42	-3.1619
TCGA-09-0364-01A-02D-0508-04	24	13256555	14353244	371	-3.862
TCGA-09-0364-01A-02D-0508-04	24	14354682	14382361	17	-2.3712
TCGA-09-0364-01A-02D-0508-04	24	14383746	14388689	5	-4.9205
TCGA-09-0364-01A-02D-0508-04	24	14390028	14524829	72	-3.3394
TCGA-09-0364-01A-02D-0508-04	24	14526446	14579298	24	-2.2399
TCGA-09-0364-01A-02D-0508-04	24	14581797	14598838	6	-4.6012
TCGA-09-0364-01A-02D-0508-04	24	14601309	14700040	17	-2.6803
TCGA-09-0364-01A-02D-0508-04	24	14701706	15058332	69	-3.9951
TCGA-09-0364-01A-02D-0508-04	24	15062957	15208612	61	-3.3893
TCGA-09-0364-01A-02D-0508-04	24	15209166	15277060	35	-2.6526
TCGA-09-0364-01A-02D-0508-04	24	15278175	15408015	85	-4.0118
TCGA-09-0364-01A-02D-0508-04	24	15409110	15687088	107	-3.395
TCGA-09-0364-01A-02D-0508-04	24	15690301	15915466	37	-4.1979
TCGA-09-0364-01A-02D-0508-04	24	15920478	15949457	8	-1.6161
TCGA-09-0364-01A-02D-0508-04	24	15951430	16206224	115	-3.2411
TCGA-09-0364-01A-02D-0508-04	24	16212418	19610243	416	-3.7886
TCGA-09-0364-01A-02D-0508-04	24	19612530	19613864	2	0.3121
TCGA-09-0364-01A-02D-0508-04	24	19614809	22192409	573	-3.7003
TCGA-09-0364-01A-02D-0508-04	24	22200078	22308420	25	-4.8267
TCGA-09-0364-01A-02D-0508-04	24	22367156	22930737	63	-3.6328
TCGA-09-0364-01A-02D-0508-04	24	23283689	57440809	86	-1.3407
TCGA-09-0364-01A-02D-0508-04	3	37075	7003124	2338	-0.4766
TCGA-09-0364-01A-02D-0508-04	3	7005808	7053523	20	-1.2109
TCGA-09-0364-01A-02D-0508-04	3	7056551	19120769	4565	-0.4793
TCGA-09-0364-01A-02D-0508-04	3	19125229	21627911	663	-0.0193
TCGA-09-0364-01A-02D-0508-04	3	21630060	21959271	129	0.2775
TCGA-09-0364-01A-02D-0508-04	3	21962206	22225844	68	-0.0343
TCGA-09-0364-01A-02D-0508-04	3	22227786	22661619	149	0.3309
TCGA-09-0364-01A-02D-0508-04	3	22682444	23865260	345	0.0279
TCGA-09-0364-01A-02D-0508-04	3	23870086	30751038	2100	0.3359
TCGA-09-0364-01A-02D-0508-04	3	30754024	30799954	25	-0.0014
TCGA-09-0364-01A-02D-0508-04	3	30802837	32074432	394	0.3565
TCGA-09-0364-01A-02D-0508-04	3	32077962	32080848	2	-0.929
TCGA-09-0364-01A-02D-0508-04	3	32094956	37595320	1717	0.3312
TCGA-09-0364-01A-02D-0508-04	3	37596605	38111067	263	0.0054
TCGA-09-0364-01A-02D-0508-04	3	38113194	43509998	1935	0.3058
TCGA-09-0364-01A-02D-0508-04	3	43513636	43828419	112	-0.003
TCGA-09-0364-01A-02D-0508-04	3	43840303	53001678	3837	0.3335
TCGA-09-0364-01A-02D-0508-04	3	53003136	53011885	5	-0.4979
TCGA-09-0364-01A-02D-0508-04	3	53014254	58586620	2351	0.3251
TCGA-09-0364-01A-02D-0508-04	3	58588843	58640599	26	-0.027
TCGA-09-0364-01A-02D-0508-04	3	58645459	75479859	5832	0.3266
TCGA-09-0364-01A-02D-0508-04	3	75783255	75875904	18	-0.3676
TCGA-09-0364-01A-02D-0508-04	3	76000715	76064054	15	0.1534
TCGA-09-0364-01A-02D-0508-04	3	76066005	76086048	10	-0.1524
TCGA-09-0364-01A-02D-0508-04	3	76088381	78233302	825	0.3017
TCGA-09-0364-01A-02D-0508-04	3	78237113	78302817	27	-0.0191
TCGA-09-0364-01A-02D-0508-04	3	78305031	89475107	2870	0.2861
TCGA-09-0364-01A-02D-0508-04	3	89477163	89500935	13	-0.6361
TCGA-09-0364-01A-02D-0508-04	3	89502757	101817141	2177	0.3328
TCGA-09-0364-01A-02D-0508-04	3	101818659	101928096	43	1.237
TCGA-09-0364-01A-02D-0508-04	3	101930007	118348441	5119	0.3443
TCGA-09-0364-01A-02D-0508-04	3	118357700	119058604	120	0.5839
TCGA-09-0364-01A-02D-0508-04	3	119066083	119136608	14	0.9291
TCGA-09-0364-01A-02D-0508-04	3	119140936	119320831	28	0.5759
TCGA-09-0364-01A-02D-0508-04	3	119328777	129861428	4246	0.3204
TCGA-09-0364-01A-02D-0508-04	3	129867158	129867158	1	NA
TCGA-09-0364-01A-02D-0508-04	3	129872915	129885779	6	-0.6551
TCGA-09-0364-01A-02D-0508-04	3	129887890	139619103	3468	0.338
TCGA-09-0364-01A-02D-0508-04	3	139620816	139664525	24	0.0113
TCGA-09-0364-01A-02D-0508-04	3	139666341	148542610	2716	0.343
TCGA-09-0364-01A-02D-0508-04	3	148548726	148664085	43	-0.0898
TCGA-09-0364-01A-02D-0508-04	3	148667553	161400042	4112	0.3535
TCGA-09-0364-01A-02D-0508-04	3	161403794	161430738	15	0.0113
TCGA-09-0364-01A-02D-0508-04	3	161432092	161516282	42	0.3805
TCGA-09-0364-01A-02D-0508-04	3	161517711	161652736	93	0.6696
TCGA-09-0364-01A-02D-0508-04	3	161654579	163364841	479	0.3393
TCGA-09-0364-01A-02D-0508-04	3	163370372	163785566	51	-0.0423
TCGA-09-0364-01A-02D-0508-04	3	163794677	164001657	39	0.3835
TCGA-09-0364-01A-02D-0508-04	3	164005577	164005577	1	NA
TCGA-09-0364-01A-02D-0508-04	3	164009321	164027724	5	2.4606
TCGA-09-0364-01A-02D-0508-04	3	164036648	164107951	20	0.8128
TCGA-09-0364-01A-02D-0508-04	3	164112873	176168498	3919	0.3465
TCGA-09-0364-01A-02D-0508-04	3	176171173	176212230	22	-0.097
TCGA-09-0364-01A-02D-0508-04	3	176215033	196822133	7191	0.3436
TCGA-09-0364-01A-02D-0508-04	3	196835413	196940125	22	-0.8159
TCGA-09-0364-01A-02D-0508-04	3	196942158	196961238	9	-0.1433
TCGA-09-0364-01A-02D-0508-04	3	196964180	199329592	953	0.3245
TCGA-09-0364-01A-02D-0508-04	4	34020	95022	19	-0.4094
TCGA-09-0364-01A-02D-0508-04	4	96888	3505498	1245	-0.0472
TCGA-09-0364-01A-02D-0508-04	4	3544254	3604618	24	-0.3478
TCGA-09-0364-01A-02D-0508-04	4	3606632	39380124	9804	-0.065
TCGA-09-0364-01A-02D-0508-04	4	39382435	39387900	4	-1.4028
TCGA-09-0364-01A-02D-0508-04	4	39391819	62202361	5830	-0.0494
TCGA-09-0364-01A-02D-0508-04	4	62206138	62259212	25	-0.5913
TCGA-09-0364-01A-02D-0508-04	4	62260988	63346612	272	-0.0543
TCGA-09-0364-01A-02D-0508-04	4	63357811	63358506	2	-1.0782
TCGA-09-0364-01A-02D-0508-04	4	63360367	64376590	126	-0.1237
TCGA-09-0364-01A-02D-0508-04	4	64381871	64390333	2	-2.4668
TCGA-09-0364-01A-02D-0508-04	4	64398986	68901210	1079	-0.0638
TCGA-09-0364-01A-02D-0508-04	4	68905670	69165814	15	-1.0987
TCGA-09-0364-01A-02D-0508-04	4	69643272	100575705	10632	-0.458
TCGA-09-0364-01A-02D-0508-04	4	100577818	100607370	10	-1.1452
TCGA-09-0364-01A-02D-0508-04	4	100611813	100656722	10	-0.5374
TCGA-09-0364-01A-02D-0508-04	4	100660861	101041602	131	-1.2123
TCGA-09-0364-01A-02D-0508-04	4	101044066	101069939	11	-0.4479
TCGA-09-0364-01A-02D-0508-04	4	101073917	101073917	1	NA
TCGA-09-0364-01A-02D-0508-04	4	101075744	101083497	5	-1.0402
TCGA-09-0364-01A-02D-0508-04	4	101085974	107275274	1905	-0.4471
TCGA-09-0364-01A-02D-0508-04	4	107276428	107284892	6	0.0582
TCGA-09-0364-01A-02D-0508-04	4	107286012	159796169	14715	-0.4627
TCGA-09-0364-01A-02D-0508-04	4	159797573	159916982	54	-0.0023
TCGA-09-0364-01A-02D-0508-04	4	159920078	173224400	3713	-0.4642
TCGA-09-0364-01A-02D-0508-04	4	173226562	173228860	2	1.3525
TCGA-09-0364-01A-02D-0508-04	4	173229983	173660684	193	-0.5035
TCGA-09-0364-01A-02D-0508-04	4	173663054	173666072	2	-3.3221
TCGA-09-0364-01A-02D-0508-04	4	173672958	185968628	3496	-0.4976
TCGA-09-0364-01A-02D-0508-04	4	185970010	185976386	5	-1.3363
TCGA-09-0364-01A-02D-0508-04	4	185979652	191153613	1823	-0.519
TCGA-09-0364-01A-02D-0508-04	5	79142	103014	7	-0.2508
TCGA-09-0364-01A-02D-0508-04	5	105186	829954	221	-0.4925
TCGA-09-0364-01A-02D-0508-04	5	870657	873365	2	-3.2888
TCGA-09-0364-01A-02D-0508-04	5	905462	20722185	6003	-0.5137
TCGA-09-0364-01A-02D-0508-04	5	20724028	20724028	1	NA
TCGA-09-0364-01A-02D-0508-04	5	20726879	20819806	17	-0.1809
TCGA-09-0364-01A-02D-0508-04	5	20824170	21493505	106	-0.5287
TCGA-09-0364-01A-02D-0508-04	5	21559709	21606184	15	0.1484
TCGA-09-0364-01A-02D-0508-04	5	21610433	38864194	4713	-0.4705
TCGA-09-0364-01A-02D-0508-04	5	38866992	46150784	2042	-0.0084
TCGA-09-0364-01A-02D-0508-04	5	49595677	59018725	2861	-1.1853
TCGA-09-0364-01A-02D-0508-04	5	59023517	59864725	334	0.3004
TCGA-09-0364-01A-02D-0508-04	5	59867391	60962853	358	-0.4398
TCGA-09-0364-01A-02D-0508-04	5	60965419	60966754	2	-2.1751
TCGA-09-0364-01A-02D-0508-04	5	60969722	68864742	2367	-0.4531
TCGA-09-0364-01A-02D-0508-04	5	68885350	70405656	4	0.4713
TCGA-09-0364-01A-02D-0508-04	5	70693444	73331203	903	-0.4393
TCGA-09-0364-01A-02D-0508-04	5	73341413	73366615	6	-1.1968
TCGA-09-0364-01A-02D-0508-04	5	73373546	79373393	2220	-0.4481
TCGA-09-0364-01A-02D-0508-04	5	79376392	79429977	24	0.0181
TCGA-09-0364-01A-02D-0508-04	5	79431404	111967460	8884	-0.4738
TCGA-09-0364-01A-02D-0508-04	5	111980809	112774131	343	0.0254
TCGA-09-0364-01A-02D-0508-04	5	112779788	112804431	11	-0.5434
TCGA-09-0364-01A-02D-0508-04	5	112808064	140203440	8636	-0.008
TCGA-09-0364-01A-02D-0508-04	5	140204823	140216524	7	-0.5411
TCGA-09-0364-01A-02D-0508-04	5	140219465	149059781	3227	0.0053
TCGA-09-0364-01A-02D-0508-04	5	149061022	149104403	35	-0.5013
TCGA-09-0364-01A-02D-0508-04	5	149105523	180346557	10299	-0.031
TCGA-09-0364-01A-02D-0508-04	5	180348365	180358977	6	0.7102
TCGA-09-0364-01A-02D-0508-04	5	180362342	180644810	112	-0.0197
TCGA-09-0364-01A-02D-0508-04	6	99130	200350	40	-0.0864
TCGA-09-0364-01A-02D-0508-04	6	202063	240119	16	-0.6447
TCGA-09-0364-01A-02D-0508-04	6	241674	335212	51	-0.1952
TCGA-09-0364-01A-02D-0508-04	6	339279	5999801	2270	-0.0286
TCGA-09-0364-01A-02D-0508-04	6	6007973	8599753	917	0.3383
TCGA-09-0364-01A-02D-0508-04	6	8602957	12538831	1191	0.6215
TCGA-09-0364-01A-02D-0508-04	6	12545104	20677415	2730	0.8303
TCGA-09-0364-01A-02D-0508-04	6	20679158	20964626	131	0.0236
TCGA-09-0364-01A-02D-0508-04	6	20967854	20967854	1	NA
TCGA-09-0364-01A-02D-0508-04	6	20969083	28422566	2619	0.8181
TCGA-09-0364-01A-02D-0508-04	6	28425132	29950805	621	0.2951
TCGA-09-0364-01A-02D-0508-04	6	29962849	30010234	15	-0.256
TCGA-09-0364-01A-02D-0508-04	6	30021908	32558677	1075	0.2997
TCGA-09-0364-01A-02D-0508-04	6	32563252	32563252	1	NA
TCGA-09-0364-01A-02D-0508-04	6	32564884	32605300	9	-2.6032
TCGA-09-0364-01A-02D-0508-04	6	32609525	32633691	7	-1.0367
TCGA-09-0364-01A-02D-0508-04	6	32634977	32711957	27	0.2664
TCGA-09-0364-01A-02D-0508-04	6	32713363	32728487	9	0.8532
TCGA-09-0364-01A-02D-0508-04	6	32731072	44140687	4781	0.3236
TCGA-09-0364-01A-02D-0508-04	6	44143415	44326402	85	-0.032
TCGA-09-0364-01A-02D-0508-04	6	44327661	54035000	3393	0.3512
TCGA-09-0364-01A-02D-0508-04	6	54037199	54042734	3	1.0843
TCGA-09-0364-01A-02D-0508-04	6	54045472	56514681	913	0.3557
TCGA-09-0364-01A-02D-0508-04	6	56517108	56517108	1	NA
TCGA-09-0364-01A-02D-0508-04	6	56518846	57672491	479	0.05
TCGA-09-0364-01A-02D-0508-04	6	57683389	58179621	32	0.2684
TCGA-09-0364-01A-02D-0508-04	6	58249174	58543610	10	0.6815
TCGA-09-0364-01A-02D-0508-04	6	58715277	66508755	1221	0.3176
TCGA-09-0364-01A-02D-0508-04	6	66526496	71286499	1245	-0.0514
TCGA-09-0364-01A-02D-0508-04	6	71287735	72640331	510	-0.4706
TCGA-09-0364-01A-02D-0508-04	6	72642338	72947146	136	-0.0256
TCGA-09-0364-01A-02D-0508-04	6	72948517	73181438	118	-0.535
TCGA-09-0364-01A-02D-0508-04	6	73184214	73855800	277	0.0098
TCGA-09-0364-01A-02D-0508-04	6	73871382	73897227	14	-0.4608
TCGA-09-0364-01A-02D-0508-04	6	73899430	74063230	81	-1.1919
TCGA-09-0364-01A-02D-0508-04	6	74065400	74347380	120	-0.481
TCGA-09-0364-01A-02D-0508-04	6	74351928	74873731	179	0.5951
TCGA-09-0364-01A-02D-0508-04	6	74877145	79015901	1095	0.3372
TCGA-09-0364-01A-02D-0508-04	6	79018959	79018959	1	NA
TCGA-09-0364-01A-02D-0508-04	6	79024557	79091850	13	-3.3911
TCGA-09-0364-01A-02D-0508-04	6	79095415	79627132	75	0.3528
TCGA-09-0364-01A-02D-0508-04	6	79628347	81158171	599	-1.1593
TCGA-09-0364-01A-02D-0508-04	6	81163419	81658978	102	0.2893
TCGA-09-0364-01A-02D-0508-04	6	81669254	81669254	1	NA
TCGA-09-0364-01A-02D-0508-04	6	81676288	103841482	5985	0.5916
TCGA-09-0364-01A-02D-0508-04	6	103845083	103868154	4	-2.6844
TCGA-09-0364-01A-02D-0508-04	6	103873584	106815561	705	0.6224
TCGA-09-0364-01A-02D-0508-04	6	106816335	106935672	45	1.253
TCGA-09-0364-01A-02D-0508-04	6	106942131	106942131	1	NA
TCGA-09-0364-01A-02D-0508-04	6	106944106	107878228	394	0.6493
TCGA-09-0364-01A-02D-0508-04	6	107882367	107921910	19	1.0048
TCGA-09-0364-01A-02D-0508-04	6	107924434	112343675	1906	0.6426
TCGA-09-0364-01A-02D-0508-04	6	112345828	125677708	4060	-0.466
TCGA-09-0364-01A-02D-0508-04	6	125679740	125704228	8	0.0105
TCGA-09-0364-01A-02D-0508-04	6	125708174	139643729	5242	-0.4576
TCGA-09-0364-01A-02D-0508-04	6	139645417	139648318	3	-3.3234
TCGA-09-0364-01A-02D-0508-04	6	139651247	155159371	5241	-0.4406
TCGA-09-0364-01A-02D-0508-04	6	155160734	155163895	3	-4.1847
TCGA-09-0364-01A-02D-0508-04	6	155165959	170753106	5287	-0.4791
TCGA-09-0364-01A-02D-0508-04	7	136373	27325978	9351	-0.0058
TCGA-09-0364-01A-02D-0508-04	7	27327585	27382652	20	-0.4673
TCGA-09-0364-01A-02D-0508-04	7	27391689	38262701	4230	-0.0047
TCGA-09-0364-01A-02D-0508-04	7	38264758	38315044	26	0.3269
TCGA-09-0364-01A-02D-0508-04	7	38317119	48864545	3511	-0.0127
TCGA-09-0364-01A-02D-0508-04	7	48869223	49012219	28	-0.4754
TCGA-09-0364-01A-02D-0508-04	7	49018559	72703706	4795	-0.0317
TCGA-09-0364-01A-02D-0508-04	7	72712123	72811031	44	-0.4055
TCGA-09-0364-01A-02D-0508-04	7	72814236	73183471	116	0.0016
TCGA-09-0364-01A-02D-0508-04	7	73185611	73228291	16	-0.4696
TCGA-09-0364-01A-02D-0508-04	7	73229929	78147687	1341	0.0052
TCGA-09-0364-01A-02D-0508-04	7	78149111	78165263	9	-0.4909
TCGA-09-0364-01A-02D-0508-04	7	78166927	93162991	4961	-0.0059
TCGA-09-0364-01A-02D-0508-04	7	93165160	93168978	2	1.1232
TCGA-09-0364-01A-02D-0508-04	7	93172507	109216032	6510	0.004
TCGA-09-0364-01A-02D-0508-04	7	109217320	109240210	6	0.6037
TCGA-09-0364-01A-02D-0508-04	7	109244233	120923110	5302	0.0095
TCGA-09-0364-01A-02D-0508-04	7	120926561	120945238	10	-0.4599
TCGA-09-0364-01A-02D-0508-04	7	120948482	133433384	5817	-0.006
TCGA-09-0364-01A-02D-0508-04	7	133436265	133448277	8	0.8979
TCGA-09-0364-01A-02D-0508-04	7	133453811	141410894	3700	0.0019
TCGA-09-0364-01A-02D-0508-04	7	141413352	141440184	14	0.4592
TCGA-09-0364-01A-02D-0508-04	7	141442231	141689547	115	-0.0441
TCGA-09-0364-01A-02D-0508-04	7	141690753	141720324	13	-0.5074
TCGA-09-0364-01A-02D-0508-04	7	141721894	141890215	67	-0.0021
TCGA-09-0364-01A-02D-0508-04	7	141892876	141908206	5	-1.1512
TCGA-09-0364-01A-02D-0508-04	7	141914882	147702365	2438	-0.0453
